date,open,close,high,low,volume,change,pct_change,amplitude_pct,turnover,turnover_rate,true_range,atr,entry_high,entry_low,exit_low,position,buy_signal,sell_signal,sell_reason,stop_line,exec_position,daily_return,strategy_return,benchmark_wealth,strategy_wealth,benchmark_cumulative_return,strategy_cumulative_return,rolling_drawdown
2024-04-09,9.835,10.045,10.095,9.835,294919.0,0.1600000000000001,1.6186140617096667,2.6302478502781974,,,0.2599999999999998,0.3660000000000001,10.595,8.765,8.765,1.0,False,False,,9.684999999999999,1.0,0.016186140617096667,0.016186140617096667,1.128017967434026,0.9470773589676577,0.12801796743402605,-0.052922641032342344,-0.052922641032342344
2024-04-10,9.995,9.875,10.005,9.655,290102.0,-0.1699999999999999,-1.6923842707814774,3.4843205574913036,,,0.39000000000000057,0.3785000000000001,10.595,8.765,8.825,1.0,False,False,,9.684999999999999,1.0,-0.016923842707814774,-0.016923842707814774,1.1089275687815836,0.9310491707123564,0.1089275687815836,-0.06895082928764362,-0.06895082928764362
2024-04-11,9.825,9.845,9.985,9.725,211836.0,-0.0299999999999993,-0.3037974683544275,2.6329113924050613,,,0.2599999999999998,0.362,10.595,8.765,9.375,1.0,False,False,,9.684999999999999,1.0,-0.0030379746835442756,-0.0030379746835442756,1.1055586749017408,0.9282206669025973,0.10555867490174076,-0.0717793330974027,-0.0717793330974027
2024-04-12,9.775,9.615,9.835,9.565,302105.0,-0.2300000000000004,-2.3362112747587704,2.742508887760298,,,0.28000000000000114,0.3630000000000001,10.595,8.765,9.455,0.0,False,True,ATR止损,,1.0,-0.023362112747587704,-0.023362112747587704,1.0797304884896126,0.9065354710277778,0.07973048848961262,-0.09346452897222224,-0.09346452897222224
2024-04-15,9.825,10.505,10.665,9.825,1073961.0,0.8900000000000006,9.256370254810207,8.736349453978159,,,1.049999999999999,0.404,10.595,8.765,9.455,0.0,False,False,,,0.0,0.09256370254810209,0.0,1.179674340258282,0.9065354710277778,0.1796743402582821,-0.09346452897222224,-0.09346452897222224
2024-04-16,10.295,10.245,10.465,10.085,759415.0,-0.2600000000000015,-2.4750118990956804,3.61732508329366,,,0.41999999999999993,0.41150000000000003,10.665,8.765,9.455,0.0,False,False,,,0.0,-0.024750118990956804,-0.0,1.1504772599663111,0.9065354710277778,0.15047725996631112,-0.09346452897222224,-0.09346452897222224
2024-04-17,10.195,10.485,10.565,10.075,837532.0,0.2400000000000002,2.342606149341142,4.7828208882381675,,,0.4900000000000002,0.42600000000000005,10.665,8.765,9.565,0.0,False,False,,,0.0,0.02342606149341142,0.0,1.1774284110050535,0.9065354710277778,0.17742841100505347,-0.09346452897222224,-0.09346452897222224
2024-04-18,10.375,10.965,11.175,10.275,1078233.0,0.4800000000000004,4.577968526466392,8.583690987124468,,,0.9000000000000004,0.4620000000000001,10.665,8.765,9.565,1.0,True,False,,10.041,0.0,0.045779685264663916,0.0,1.2313307130825382,0.9065354710277778,0.23133071308253816,-0.09346452897222224,-0.09346452897222224
2024-04-19,10.845,11.175,11.565,10.835,847854.0,0.2100000000000008,1.9151846785225857,6.657546739626071,,,0.7299999999999986,0.491,11.175,8.765,9.565,1.0,False,False,,10.193000000000001,1.0,0.019151846785225857,0.019151846785225857,1.2549129702414379,0.9238972994742743,0.2549129702414379,-0.07610270052572565,-0.07610270052572565
2024-04-22,11.115,11.675,12.065,11.085,870383.0,0.5,4.4742729306487705,8.769574944071575,,,0.9799999999999986,0.5229999999999999,11.565,8.765,9.565,1.0,False,False,,10.629000000000001,1.0,0.044742729306487705,0.044742729306487705,1.311061201572151,0.9652349862516468,0.311061201572151,-0.03476501374835317,-0.03476501374835317
2024-04-23,11.525,11.285,11.565,10.935,879344.0,-0.3900000000000005,-3.340471092077091,5.3961456102783645,,,0.7400000000000002,0.5485,12.065,8.765,9.565,1.0,False,False,,10.629000000000001,1.0,-0.03340471092077091,-0.03340471092077091,1.2672655811341949,0.9329915905652962,0.26726558113419485,-0.06700840943470376,-0.06700840943470376
2024-04-24,11.115,11.205,11.375,10.835,449579.0,-0.08,-0.7089056269384164,4.785112981834286,,,0.5399999999999991,0.5275,12.065,8.765,9.565,1.0,False,False,,10.629000000000001,1.0,-0.007089056269384164,-0.007089056269384164,1.2582818641212807,0.9263775606809166,0.25828186412128074,-0.07362243931908341,-0.07362243931908341
2024-04-25,11.055,11.105,11.425,11.055,346535.0,-0.0999999999999996,-0.8924587237840176,3.3020972780009012,,,0.370000000000001,0.5145,12.065,8.765,9.565,1.0,False,False,,10.629000000000001,1.0,-0.008924587237840176,-0.008924587237840176,1.2470522178551382,0.9181100233254421,0.2470522178551382,-0.08188997667455788,-0.08188997667455788
2024-04-26,10.775,11.045,11.115,10.635,680799.0,-0.0600000000000005,-0.5402971634398956,4.322377307519139,,,0.4800000000000004,0.521,12.065,8.765,9.565,1.0,False,False,,10.629000000000001,1.0,-0.0054029716343989564,-0.0054029716343989564,1.2403144300954525,0.9131495009121574,0.2403144300954525,-0.08685049908784259,-0.08685049908784259
2024-04-29,10.975,11.145,11.345,10.825,480101.0,0.0999999999999996,0.9053870529651452,4.708012675418754,,,0.5200000000000014,0.536,12.065,8.765,9.825,1.0,False,False,,10.629000000000001,1.0,0.009053870529651453,0.009053870529651453,1.2515440763615953,0.9214170382676319,0.25154407636159526,-0.07858296173236812,-0.07858296173236812
2024-04-30,11.045,11.055,11.415,10.905,368172.0,-0.0899999999999998,-0.8075370121130576,4.576043068640645,,,0.5099999999999998,0.5365,12.065,8.765,10.075,1.0,False,False,,10.629000000000001,1.0,-0.008075370121130576,-0.008075370121130576,1.241437394722067,0.9139762546477048,0.24143739472206693,-0.08602374535229518,-0.08602374535229518
2024-05-06,11.315,11.595,11.805,11.115,690398.0,0.5400000000000009,4.884667571234735,6.241519674355491,,,0.75,0.544,12.065,8.765,10.075,1.0,False,False,,10.629000000000001,1.0,0.048846675712347354,0.048846675712347354,1.302077484559237,0.9586209563672671,0.3020774845592371,-0.041379043632732926,-0.041379043632732926
2024-05-07,11.525,11.955,12.065,11.525,637373.0,0.3599999999999994,3.1047865459249646,4.657179818887444,,,0.5399999999999991,0.5585,12.065,8.765,10.275,1.0,False,False,,10.838000000000001,1.0,0.031047865459249646,0.031047865459249646,1.3425042111173504,0.9883840908469752,0.3425042111173504,-0.011615909153024795,-0.011615909153024795
2024-05-08,11.865,11.635,11.945,11.625,387795.0,-0.3200000000000003,-2.6767043078209984,2.6767043078209976,,,0.33000000000000007,0.5515,12.065,8.765,10.635,1.0,False,False,,10.838000000000001,1.0,-0.026767043078209984,-0.026767043078209984,1.306569343065694,0.9619279713094568,0.30656934306569394,-0.03807202869054316,-0.03807202869054316
2024-05-09,11.605,11.775,11.855,11.425,446227.0,0.1400000000000005,1.203266007735282,3.695745595186933,,,0.4299999999999997,0.5485,12.065,8.765,10.635,1.0,False,False,,10.838000000000001,1.0,0.01203266007735282,0.01203266007735282,1.3222908478382935,0.9735025236071211,0.32229084783829354,-0.026497476392878916,-0.026497476392878916
2024-05-10,11.765,12.195,12.245,11.765,479380.0,0.4199999999999999,3.566878980891719,4.076433121019097,,,0.47999999999999865,0.5594999999999999,12.065,8.765,10.635,1.0,False,False,,11.076,1.0,0.03566878980891719,0.03566878980891719,1.3694553621560925,1.008226180500114,0.36945536215609254,0.008226180500114033,0.0
2024-05-13,12.125,12.145,12.165,11.845,290809.0,-0.0500000000000007,-0.4100041000410059,2.62402624026239,,,0.34999999999999964,0.5574999999999999,12.245,8.825,10.635,1.0,False,False,,11.076,1.0,-0.00410004100041006,-0.00410004100041006,1.363840539023021,1.0040924118223766,0.36384053902302105,0.004092411822376629,-0.004100041000410171
2024-05-14,12.125,11.785,12.215,11.775,359790.0,-0.3599999999999994,-2.9641827912721186,3.6228900782214866,,,0.4399999999999995,0.5664999999999998,12.245,9.375,10.635,1.0,False,False,,11.076,1.0,-0.029641827912721186,-0.029641827912721186,1.3234138124649077,0.9743292773426686,0.32341381246490775,-0.02567072265733139,-0.03362033620336202
2024-05-15,11.725,11.625,11.895,11.585,228895.0,-0.1600000000000001,-1.3576580398812044,2.630462452269824,,,0.3099999999999987,0.5679999999999997,12.245,9.455,10.635,1.0,False,False,,11.076,1.0,-0.013576580398812044,-0.013576580398812044,1.3054463784390795,0.9611012175739094,0.3054463784390795,-0.03889878242609057,-0.04674046740467408
2024-05-16,11.675,11.805,12.005,11.635,279293.0,0.1799999999999997,1.5483870967741842,3.18279569892474,,,0.3800000000000008,0.5344999999999998,12.245,9.455,10.825,1.0,False,False,,11.076,1.0,0.015483870967741842,0.015483870967741842,1.3256597417181362,0.9759827848137634,0.32565974171813616,-0.024017215186236562,-0.031980319803198154
2024-05-17,11.805,11.705,11.845,11.415,375548.0,-0.0999999999999996,-0.8470986869970276,3.642524354087264,,,0.4300000000000015,0.5349999999999999,12.245,9.455,10.905,1.0,False,False,,11.076,1.0,-0.008470986869970276,-0.008470986869970276,1.3144300954519936,0.9677152474582891,0.31443009545199363,-0.032284752541710926,-0.04018040180401805
